# version: 4.2.21
# date: 2023/10/12
# data: E:\LipidSearch\data\Akeem\AD gang_lipidomics\FAD9_gangliosides.raw
# filter: TopRankFilter(Peak) TopRankFilter(Lipid) Class(CL,DLCL,MLCL,LPA,PA,LPC,PC,LPE,PE,LPG,PG,LPI,PI,LPS,PS,PIP,PIP2,PIP3,Cer,CerP,CerPE,Hex1SPH,Hex1Cer,Hex2Cer,Hex3Cer,CerG2GNAc1,CerG3GNAc1,CerG3GNAc2,GM3,GM2,GM1,GD1a,GD1b,GD2,GD3,GT1a,GT1b,GT1c,GT2,GT3,GQ1c,GQ1b,LSM,phSM,SM,SPH,SPHP,ST,AcHexSiE,AcHexStE,AcHexZyE,AcHexCmE,AcHexChE,ChE,D7ChE,CmE,DG,D5DG,MG,SiE,StE,TG,D5TG,ZyE,AcCa,AEA,Co,cPA,FA,LPEt,LPMe,OAHFA,PAF,PEt,PMe,SL,WE)

DataId	LipidIon	Class	FattyAcid	Ion	Formula	ObsMz	Rt	It.	It.(S)	It.(N)	Pol.	z	Scan	ObsMass	CalcMz	Delta(Da)	Delta(PPM)	t-Score	TopRT	Area	AreaScore	PeakQuality	SN	QMethod	Height	Hwhm(L)	Hwhm(R)	QuantInfo	
4659	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.2167621644939	10.39388	50873.757813	101432.703126	101432.703126	N	1	MS1	241.2162136344939	241.21730353	-5.413655061090594E-4	-2.2443164078902704	8.085419063226283	11.297	6.188E05	1.0	0.66	1.600	SI	7.204E04	0.0	0.0	11.297_72037.904_10.354_11.340_618813.101_0.66_1.60_10.354_26742.884_11.260_26742.884	
4639	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21678492525783	8.204738	51744.121094	144849.710938	144849.710938	N	1	MS1	241.21623639525782	241.21730353	-5.186047421830153E-4	-2.1499578549647365	5.896277063226284	7.774	2.059E05	1.0	0.61	0.850	SI	6.719E04	0.0	0.0	7.774_67192.585_7.705_8.695_205915.021_0.61_0.85_7.705_36381.045_8.620_36381.045	
4662	WE(3:0_12:0)-H	WE	(3:0_12:0)	M-H	H29 C15 O2	241.21679468042203	0.424539	145430.484375	400545.25	400545.25	N	1	MS1	241.21624615042202	241.21730352999995	-5.088495779261848E-4	-2.1095161957245083	1.5792778636781641	0.16	-6.291E04	1.0	0.64	0.500	SI	1.612E05	0.0	0.0	0.160_161201.731_0.004_0.589_-62910.171_0.64_0.50_0.068_107648.330_0.538_107648.330	
4653	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.216796	22.79638	67962.328125	67962.328125	67962.328125	N	1	MS1	241.21624746999998	241.21730353	-5.075300000214611E-4	-2.104045665848369	20.487919063226283	23.217	9.048E05	1.0	0.41	2.250	SI	6.932E04	0.0	0.0	23.217_69318.052_22.304_23.288_904820.907_0.41_2.25_22.362_21350.394_23.262_21350.394	
4651	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21682654143845	6.731872	98052.601563	709284.1835970001	709284.1835970001	N	1	MS1	241.21627801143845	241.21730353	-4.7698856155875546E-4	-1.9774310651461786	4.423411063226283	6.733	1.154E05	1.0	0.5	0.990	SI	9.651E04	0.0	0.0	5.978_222962.960_5.971_6.652_2677900.357_0.53_1.83_6.132_71307.651_6.652_71307.651;6.733_96506.734_6.652_6.962_115405.801_0.50_0.99_6.652_48475.135_6.875_48475.135	
4650	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21682882436676	7.215606	72404.84375	323416.902345	323416.902345	N	1	MS1	241.21628029436675	241.21730353	-4.7470563325191506E-4	-1.9679668083456516	4.907145063226283	7.216	9.972E04	1.0	0.83	0.520	SI	7.254E04	0.0	0.0	7.216_72538.176_7.166_8.155_99715.924_0.83_0.52_7.166_47686.445_8.118_47686.445	
4669	FA(15:0)-H	FA	(15:0)	M-H	O2 H29 C15	241.21691299999998	23.661513	75477.039063	75477.039063	75477.039063	N	1	MS1	241.21636446999997	241.21730353	-3.905300000326406E-4	-1.6190029266493267	21.353052063226283	24.028	9.105E05	1.0	0.75	1.010	SI	9.119E04	0.0	0.0	24.028_91193.581_23.426_24.155_910497.100_0.75_1.01_23.426_45295.696_24.098_45295.696;23.394_77778.596_23.166_23.426_166669.702_0.77_0.72_23.166_45295.696_23.426_45295.696	
5266	cPA(6:0)-H	cPA	(6:0)	M-H	C9 H16 O6 N0 P1	251.068147	3.148128	122482.804688	122482.804688	122482.804688	N	1	MS1	251.06759847	251.06900153	-8.545299999980216E-4	-3.4035853499436293	1.1320938815371049	3.459	5.406E06	1.0	0.35	185,476.170	SI	1.855E05	0.0	0.0	3.459_185477.169_2.653_3.638_5406454.654_0.35_185476.17_2.653_0.000_3.545_0.000	
5384	WE(2:0_14:2)-H	WE	(2:0_14:2)	M-H	H27 C16 O2	251.200765	2.084	120174.296875	120174.296875	120174.296875	N	1	MS1	251.20021647	251.20165352999996	-8.885299999690233E-4	-3.5371386715151876	0.07642756074579493	2.039	1.784E06	1.0	0.95	718,344.100	SI	7.183E05	0.0	0.0	2.039_718345.098_1.895_2.191_1784170.168_0.95_718344.10_1.965_0.000_2.145_0.000	
5479	FA(16:1)-H	FA	(16:1)	M-H	O2 H29 C16	253.21658108701754	2.764156	140776.671875	495090.948468	495090.948468	N	1	MS1	253.21603255701754	253.21730353	-7.224429824645995E-4	-2.853069670072824	0.29831393861994027	2.761	4.111E06	1.0	0.62	83.710	SI	1.559E05	0.0	0.0	2.761_155925.622_2.607_3.365_4110898.106_0.62_83.71_2.607_1840.593_3.297_1840.593;2.256_266814.615_2.169_2.607_2242196.890_0.52_266813.61_2.169_0.000_2.607_0.000	
